Product_id,Order_date,Customer_gender,Customer_country,Category,Subcategory,Actual_price,Discounted_price,Discount_amount,Discount_percentage,Rating,Rating_count,Ranking
B07ZR4S1G4,2021-06-09,M,UK,Electronics,"HomeTheater,TV&Video",8.39,2.87,5.5200000000000005,66.0,4.4,,Good
B09C635BMM,2021-06-15,F,Italy,Electronics,"HomeTheater,TV&Video",11.99,4.19,7.8,65.0,4.0,839.0,Average
B00GG59HU2,2021-04-06,M,Spain,Electronics,"HomeTheater,TV&Video",7.19,5.6,1.5900000000000007,22.0,4.4,,Good
B00RGLI0ZS,2021-06-23,F,UK,Computers&Accessories,Accessories&Peripherals,7.19,5.39,1.8000000000000007,25.0,4.0,,Average
B09ZPJT8B2,2021-12-12,F,France,Electronics,"HomeTheater,TV&Video",383.88,143.88,240.0,63.0,4.2,64.0,Good
B07HZ2QCGR,2021-02-28,F,Italy,Computers&Accessories,Accessories&Peripherals,7.19,4.2,2.99,42.0,3.9,,Average
B095244Q22,2021-05-20,M,Italy,Computers&Accessories,Accessories&Peripherals,11.99,3.02,8.97,75.0,3.7,,Average
B08CKW1KH9,2021-06-20,F,USA,Electronics,"HomeTheater,TV&Video",7.19,2.45,4.74,66.0,3.6,339.0,Average
B0BLV1GNLN,2021-08-30,M,Italy,Electronics,"HomeTheater,TV&Video",119.88,77.88,42.0,35.0,4.0,27.0,Average
B08RHPDNVV,2021-05-29,M,USA,Electronics,"HomeTheater,TV&Video",7.19,2.82,4.370000000000001,61.0,3.5,197.0,Average
B00NH13Q8W,2021-05-03,M,USA,Computers&Accessories,Accessories&Peripherals,9.6,3.59,6.01,63.0,4.5,,Good
B0B8SSZ76F,2021-11-01,M,Portugal,Computers&Accessories,Accessories&Peripherals,23.99,9.59,14.399999999999999,60.0,4.2,,Good
B0841KQR1Z,2021-04-20,F,Spain,Electronics,"HomeTheater,TV&Video",11.99,3.59,8.4,70.0,3.8,928.0,Average
B0B467CCB9,2021-10-07,F,Spain,Electronics,"HomeTheater,TV&Video",203.88,83.99,119.89,59.0,3.8,110.0,Average
B095JQVC7N,2021-03-31,F,France,Electronics,"HomeTheater,TV&Video",719.99,515.99,204.0,28.0,4.1,,Good
B08PPHFXG3,2021-09-22,F,Portugal,Electronics,"HomeTheater,TV&Video",11.99,2.08,9.91,83.0,4.3,,Good
B06XR9PR5X,2021-06-01,F,Portugal,Electronics,HomeAudio,7.2,2.51,4.69,65.0,4.4,,Good
B09JSW16QD,2021-06-23,F,USA,Computers&Accessories,Accessories&Peripherals,17.88,10.19,7.6899999999999995,43.0,3.9,356.0,Average
B07JH1CBGW,2021-09-07,M,USA,Computers&Accessories,Accessories&Peripherals,23.99,7.79,16.2,68.0,4.2,,Good
B09127FZCK,2021-04-17,F,USA,Electronics,"HomeTheater,TV&Video",10.79,3.59,7.199999999999999,67.0,3.8,425.0,Average
B083GQGT3Z,2021-11-10,M,France,Electronics,"HomeTheater,TV&Video",9.59,4.79,4.8,50.0,4.1,,Good
B09Q8WQ5QJ,2021-12-03,F,USA,Computers&Accessories,Accessories&Peripherals,5.99,2.99,3.0,50.0,4.1,,Good
B07YZG8PPY,2021-07-03,M,UK,Electronics,"HomeTheater,TV&Video",27.59,14.99,12.6,46.0,4.3,,Good
B09H39KTTB,2021-05-09,F,France,Electronics,"HomeTheater,TV&Video",5.99,2.56,3.43,57.0,3.7,246.0,Average
B08DCVRW98,2021-05-27,F,France,Electronics,"HomeTheater,TV&Video",5.99,2.51,3.4800000000000004,58.0,4.0,479.0,Average
B0718ZN31Q,2021-12-04,M,USA,Electronics,"HomeTheater,TV&Video",59.99,7.18,52.81,88.0,4.2,910.0,Good
B0162LYSFS,2021-06-20,M,Spain,Computers&Accessories,Accessories&Peripherals,20.99,9.59,11.399999999999999,54.0,4.1,,Good
B07PFJ5VQD,2021-10-18,F,USA,Computers&Accessories,Accessories&Peripherals,7.14,1.91,5.2299999999999995,73.0,4.3,,Good
B01J8S6X2I,2021-06-20,F,Italy,Computers&Accessories,Accessories&Peripherals,13.2,5.99,7.209999999999999,55.0,4.4,,Good
B09MJ77786,2021-02-24,M,Spain,Electronics,"HomeTheater,TV&Video",599.99,383.99,216.0,36.0,4.3,,Good
B09NNGHG22,2021-01-27,F,UK,Electronics,"HomeTheater,TV&Video",681.48,395.88,285.6,42.0,4.3,567.0,Good
B07V5YF4ND,2021-10-16,F,France,Electronics,"HomeTheater,TV&Video",14.39,3.59,10.8,75.0,3.5,466.0,Average
B0B65P827P,2021-08-12,F,USA,Computers&Accessories,Accessories&Peripherals,6.59,1.54,5.05,77.0,3.9,61.0,Average
B084MZYBTV,2021-12-13,M,Portugal,Computers&Accessories,Accessories&Peripherals,10.19,7.19,2.999999999999999,29.0,4.5,474.0,Good
B097ZQTDVZ,2021-12-10,F,France,Electronics,"HomeTheater,TV&Video",10.79,4.79,5.999999999999999,56.0,3.4,431.0,Average
B0B5F3YZY4,2021-10-18,M,France,Computers&Accessories,Accessories&Peripherals,13.19,5.39,7.8,59.0,4.0,242.0,Average
B09G5TSGXV,2021-12-28,F,UK,Computers&Accessories,Accessories&Peripherals,9.59,3.05,6.54,68.0,4.0,,Average
B006LW0WDQ,2021-11-04,F,Italy,Electronics,"HomeTheater,TV&Video",9.54,4.79,4.749999999999999,50.0,4.4,,Good
B09YLX91QR,2021-06-10,M,Japan,Computers&Accessories,Accessories&Peripherals,4.79,2.15,2.64,55.0,4.0,,Average
B081FJWN52,2021-09-09,F,Italy,Computers&Accessories,Accessories&Peripherals,11.99,4.07,7.92,66.0,4.3,,Good
B0758F7KK7,2021-08-08,F,Spain,Electronics,"HomeTheater,TV&Video",11.99,4.79,7.2,60.0,4.0,,Average
B09L835C3V,2021-10-10,M,Portugal,Electronics,"HomeTheater,TV&Video",4.79,2.39,2.4,50.0,4.2,,Good
B098TV3L96,2021-09-09,M,Portugal,Electronics,"HomeTheater,TV&Video",23.99,4.19,19.799999999999997,83.0,3.8,197.0,Average
B08NCKT9FG,2021-04-05,M,Japan,Computers&Accessories,Accessories&Peripherals,9.58,3.59,5.99,63.0,4.4,,Good
B0B4T6MR8N,2021-12-29,F,Portugal,Computers&Accessories,Accessories&Peripherals,9.6,1.07,8.53,89.0,3.9,,Average
B01GGKZ4NU,2021-09-14,F,Italy,Computers&Accessories,Accessories&Peripherals,11.94,6.59,5.35,45.0,4.2,,Good
B09BW2GP18,2021-10-09,M,USA,Computers&Accessories,Accessories&Peripherals,12.0,1.55,10.45,87.0,3.9,295.0,Average
B09WN3SRC7,2021-07-04,F,France,Electronics,"HomeTheater,TV&Video",1678.8,935.88,742.92,44.0,4.7,,Excellent
B09B125CFJ,2021-04-17,M,Portugal,Electronics,"HomeTheater,TV&Video",9.59,4.19,5.3999999999999995,56.0,3.6,323.0,Average
B09RQRZW2X,2021-08-23,F,Portugal,Electronics,"HomeTheater,TV&Video",10.79,5.99,4.799999999999999,44.0,3.7,185.0,Average
B07924P3C5,2021-01-30,M,Italy,Computers&Accessories,Accessories&Peripherals,9.59,3.59,6.0,63.0,4.2,,Good
B08N1WL9XW,2021-08-30,F,Portugal,Computers&Accessories,Accessories&Peripherals,7.19,2.18,5.01,70.0,4.0,,Average
B07VVXJ2P5,2021-08-02,M,Japan,Electronics,"HomeTheater,TV&Video",4.79,1.15,3.64,76.0,3.6,,Average
B0BC8BQ432,2021-12-15,M,Spain,Electronics,"HomeTheater,TV&Video",1020.0,659.88,360.12,35.0,4.3,,Good
B06XFTHCNY,2021-09-28,F,Spain,Electronics,"HomeTheater,TV&Video",9.1,5.27,3.83,42.0,4.2,,Good
B08CT62BM1,2021-09-10,M,Portugal,Computers&Accessories,Accessories&Peripherals,11.99,3.59,8.4,70.0,4.3,,Good
B07CRL2GY6,2021-02-16,F,Portugal,Computers&Accessories,Accessories&Peripherals,9.59,3.59,6.0,63.0,4.2,,Good
B07DWFX9YS,2021-09-26,M,UK,Computers&Accessories,Accessories&Peripherals,23.99,9.47,14.519999999999998,61.0,4.2,,Good
B01D5H90L4,2021-01-20,F,Japan,Electronics,"HomeTheater,TV&Video",8.4,3.59,4.8100000000000005,57.0,4.4,,Good
B07F1P8KNV,2021-07-16,M,USA,Computers&Accessories,Accessories&Peripherals,13.19,3.9,9.29,70.0,4.2,,Good
B084N1BM9L,2021-06-05,M,Japan,Computers&Accessories,Accessories&Peripherals,23.99,15.59,8.399999999999999,35.0,4.4,,Good
B09F6D21BY,2021-02-15,F,Portugal,Electronics,"HomeTheater,TV&Video",23.99,9.48,14.509999999999998,60.0,3.0,103.0,Average
B09LQQYNZQ,2021-07-13,F,Spain,Electronics,HomeAudio,56.39,56.39,0.0,0.0,4.5,224.0,Good
B0BC9BW512,2021-05-27,M,USA,Electronics,"HomeTheater,TV&Video",299.88,227.99,71.88999999999999,24.0,4.3,,Good
B0B61HYR92,2021-09-14,F,UK,Computers&Accessories,Accessories&Peripherals,11.99,2.39,9.6,80.0,4.2,85.0,Good
B075ZTJ9XR,2021-10-22,F,France,Electronics,"HomeTheater,TV&Video",7.8,3.23,4.57,59.0,4.4,,Good
B0978V2CP6,2021-01-08,M,Portugal,Electronics,"HomeTheater,TV&Video",37.2,23.88,13.320000000000004,36.0,4.0,897.0,Average
B09LRZYBH1,2021-10-23,F,Spain,Electronics,HomeAudio,47.99,27.59,20.400000000000002,43.0,3.8,282.0,Average
B0B997FBZT,2021-05-08,F,Italy,Electronics,"HomeTheater,TV&Video",599.88,431.99,167.89,28.0,4.3,,Good
B098LCVYPW,2021-04-05,M,USA,Electronics,"HomeTheater,TV&Video",11.99,4.19,7.8,65.0,4.2,513.0,Good
B09HV71RL1,2021-06-21,M,Italy,Computers&Accessories,Accessories&Peripherals,17.99,8.63,9.359999999999998,52.0,4.1,,Good
B08PZ6HZLT,2021-12-23,F,UK,Electronics,"HomeTheater,TV&Video",227.99,107.99,120.00000000000001,53.0,4.0,,Average
B075TJHWVC,2021-03-15,F,Spain,Electronics,"HomeTheater,TV&Video",27.59,11.0,16.59,60.0,4.2,,Good
B09LV13JFB,2021-01-12,M,Spain,Electronics,"HomeTheater,TV&Video",11.99,4.79,7.2,60.0,3.3,23.0,Average
B092BL5DCX,2021-04-17,M,Portugal,Electronics,"HomeTheater,TV&Video",838.8,551.99,286.80999999999995,34.0,4.3,,Good
B09VH568H7,2021-07-29,F,Japan,Computers&Accessories,Accessories&Peripherals,3.59,1.43,2.16,60.0,3.8,51.0,Average
B09HQSV46W,2021-08-16,M,Japan,Electronics,"HomeTheater,TV&Video",359.99,263.99,96.0,27.0,4.2,,Good
B08TZD7FQN,2021-09-17,F,UK,Electronics,"HomeTheater,TV&Video",7.19,3.59,3.6000000000000005,50.0,3.7,708.0,Average
B0B21XL94T,2021-07-19,F,Portugal,Electronics,"HomeTheater,TV&Video",419.88,263.88,156.0,37.0,4.3,,Good
B09PTT8DZF,2021-11-30,M,France,Computers&Accessories,Accessories&Peripherals,8.04,5.01,3.0299999999999994,38.0,3.9,523.0,Average
B0B94JPY2N,2021-09-25,M,France,Computers&Accessories,Accessories&Peripherals,11.99,2.39,9.6,80.0,3.0,,Average
B0B3XXSB1K,2021-07-29,F,USA,Electronics,"HomeTheater,TV&Video",959.88,575.88,384.0,40.0,4.3,,Good
B08RZ12GKR,2021-05-25,M,USA,Electronics,"HomeTheater,TV&Video",5.99,2.58,3.41,57.0,3.5,121.0,Average
B0B4T8RSJ1,2021-12-25,F,UK,Computers&Accessories,Accessories&Peripherals,9.6,1.19,8.41,88.0,3.9,,Average
B0B7B9V9QP,2021-02-02,F,Spain,Electronics,"HomeTheater,TV&Video",420.0,227.99,192.01,46.0,4.0,,Average
B08XXVXP3J,2021-05-20,F,Japan,Computers&Accessories,Accessories&Peripherals,11.99,2.99,9.0,75.0,4.3,112.0,Good
B06XGWRKYT,2021-10-09,F,Italy,Electronics,"HomeTheater,TV&Video",191.99,95.99,96.00000000000001,50.0,3.8,,Average
B07CWDX49D,2021-02-10,F,UK,Computers&Accessories,Accessories&Peripherals,19.2,7.79,11.41,59.0,4.3,,Good
B09TY4MSH3,2021-08-12,M,France,Electronics,"HomeTheater,TV&Video",29.99,15.47,14.519999999999998,48.0,3.3,73.0,Average
B07RY2X9MP,2021-11-30,F,Spain,Electronics,"HomeTheater,TV&Video",18.0,7.31,10.690000000000001,59.0,4.5,,Good
B0B2C5MJN6,2021-01-13,M,USA,Electronics,"HomeTheater,TV&Video",659.88,395.88,264.0,40.0,4.1,,Good
B0BBMGLQDW,2021-10-22,F,Spain,Electronics,"HomeTheater,TV&Video",23.99,7.19,16.799999999999997,70.0,4.2,47.0,Good
B01LONQBDG,2021-10-03,M,Spain,Computers&Accessories,Accessories&Peripherals,10.79,4.19,6.599999999999999,61.0,4.1,,Good
B08XXF5V6G,2021-01-28,M,Spain,Electronics,"HomeTheater,TV&Video",611.99,359.99,252.0,41.0,4.4,,Good
B09HK9JH4F,2021-06-08,F,Japan,Electronics,"HomeTheater,TV&Video",4.79,2.39,2.4,50.0,4.2,,Good
B09MMD1FDN,2021-09-04,M,UK,Electronics,"HomeTheater,TV&Video",8.39,4.19,4.2,50.0,3.9,214.0,Average
B09HN7LD5L,2021-03-01,F,France,Electronics,"HomeTheater,TV&Video",54.0,22.2,31.8,59.0,4.0,184.0,Average
B0BNDD9TN6,2021-09-12,M,Japan,Electronics,"HomeTheater,TV&Video",346.8,167.88,178.92000000000002,52.0,4.5,7.0,Good
B0941392C8,2021-06-11,M,USA,Computers&Accessories,Accessories&Peripherals,5.39,1.55,3.84,71.0,3.7,41.0,Average
B01M5967SY,2021-11-13,M,Portugal,Electronics,"HomeTheater,TV&Video",11.99,4.55,7.44,62.0,4.2,,Good
B016MDK4F4,2021-06-04,M,UK,Electronics,"HomeTheater,TV&Video",5.99,2.22,3.77,63.0,4.2,25.0,Good
B08G43CCLC,2021-07-14,M,France,Computers&Accessories,NetworkingDevices,11.99,2.62,9.370000000000001,78.0,4.2,163.0,Good
B0B61GCHC1,2021-07-16,F,Italy,Computers&Accessories,Accessories&Peripherals,11.99,2.39,9.6,80.0,4.3,87.0,Good
B07RX14W1Q,2021-08-14,M,Italy,Electronics,"HomeTheater,TV&Video",10.8,5.99,4.8100000000000005,45.0,4.4,,Good
B09PLD9TCD,2021-02-09,F,Japan,Electronics,"HomeTheater,TV&Video",515.99,323.99,192.0,37.0,4.2,,Good
B0B8ZKWGKD,2021-04-18,M,Japan,Electronics,"HomeTheater,TV&Video",12.62,10.72,1.8999999999999986,15.0,4.3,106.0,Good
B09NNJ9WYM,2021-11-23,F,Japan,Electronics,"HomeTheater,TV&Video",239.88,131.88,108.0,45.0,3.7,129.0,Average
B08H5L8V1L,2021-06-13,F,Italy,Computers&Accessories,Accessories&Peripherals,13.19,4.55,8.64,66.0,4.3,,Good
B0B8CXTTG3,2021-09-13,M,UK,Electronics,"HomeTheater,TV&Video",311.99,203.99,108.0,35.0,4.2,,Good
B09HCH3JZG,2021-11-29,F,USA,Electronics,"HomeTheater,TV&Video",22.79,8.39,14.399999999999999,63.0,4.4,390.0,Good
B097JVLW3L,2021-02-20,F,France,Electronics,"HomeTheater,TV&Video",42.0,32.39,9.61,23.0,3.5,621.0,Average
B09SB6SJB4,2021-08-09,M,Italy,Computers&Accessories,Accessories&Peripherals,7.19,1.55,5.640000000000001,78.0,4.1,265.0,Good
B08NW8GHCJ,2021-07-28,F,Japan,Computers&Accessories,Accessories&Peripherals,11.99,4.67,7.32,61.0,4.3,838.0,Good
B09YHLPQYT,2021-10-31,M,Japan,Electronics,"HomeTheater,TV&Video",7.2,2.95,4.25,59.0,4.2,143.0,Good
B08G1RW2Q3,2021-05-10,M,France,Computers&Accessories,Accessories&Peripherals,9.59,3.59,6.0,63.0,4.0,151.0,Average
B08YXJJW8H,2021-01-12,F,USA,Electronics,"HomeTheater,TV&Video",4.79,2.96,1.83,38.0,3.9,200.0,Average
B09P8M18QM,2021-05-01,F,UK,Electronics,"HomeTheater,TV&Video",35.99,16.43,19.560000000000002,54.0,3.3,227.0,Average
B08BG4M4N7,2021-01-18,F,UK,Electronics,"HomeTheater,TV&Video",5.99,2.39,3.6,60.0,3.8,538.0,Average
B07VJ9ZTXS,2021-02-17,M,Portugal,Electronics,"HomeTheater,TV&Video",7.19,3.59,3.6000000000000005,50.0,4.0,171.0,Average
B084872DQY,2021-04-28,F,UK,Electronics,"HomeTheater,TV&Video",179.99,179.99,0.0,0.0,4.3,,Good
B00GGGOYEU,2021-04-11,F,UK,Computers&Accessories,Accessories&Peripherals,8.39,3.59,4.800000000000001,57.0,3.9,,Average
B08FD2VSD9,2021-04-23,M,Japan,Electronics,"HomeTheater,TV&Video",623.88,299.88,324.0,52.0,4.2,,Good
B0BQRJ3C47,2021-09-14,F,Japan,Computers&Accessories,Accessories&Peripherals,11.99,2.99,9.0,75.0,5.0,,Excellent
B095JPKPH3,2021-06-14,F,Italy,Electronics,"HomeTheater,TV&Video",839.99,743.99,96.0,11.0,4.1,,Good
B087JWLZ2K,2021-10-11,F,Spain,Electronics,"HomeTheater,TV&Video",600.0,293.99,306.01,51.0,3.9,,Average
B09DSXK8JX,2021-09-28,M,Italy,Electronics,"HomeTheater,TV&Video",233.99,125.99,108.00000000000001,46.0,4.2,,Good
B08V9C4B1J,2021-08-16,F,Portugal,Computers&Accessories,Accessories&Peripherals,11.99,4.19,7.8,65.0,4.3,838.0,Good
B08PKBMJKS,2021-04-10,M,Japan,Electronics,"HomeTheater,TV&Video",5.99,2.36,3.6300000000000003,61.0,3.8,136.0,Average
B0B8VQ7KDS,2021-11-12,M,UK,Electronics,"HomeTheater,TV&Video",29.99,15.59,14.399999999999999,48.0,4.3,301.0,Good
B086JTMRYL,2021-02-07,F,UK,Computers&Accessories,Accessories&Peripherals,22.79,18.23,4.559999999999999,20.0,4.4,,Good
B09RWQ7YR6,2021-03-31,F,UK,Electronics,"HomeTheater,TV&Video",839.99,563.99,276.0,33.0,4.3,,Good
B00OFM6PEO,2021-06-19,F,USA,Computers&Accessories,Accessories&Peripherals,9.59,3.59,6.0,63.0,4.3,,Good
B0BF57RN3K,2021-07-27,F,Spain,Electronics,WearableTechnology,239.99,21.59,218.4,91.0,4.2,,Good
B0B3RRWSF6,2021-04-25,M,Italy,Electronics,WearableTechnology,119.99,23.98,96.00999999999999,80.0,4.3,,Good
B0B5B6PQCT,2021-10-14,M,USA,Electronics,WearableTechnology,95.88,23.99,71.89,75.0,3.8,,Average
B08HV83HL3,2021-11-23,F,France,Electronics,Mobiles&Accessories,26.39,24.59,1.8000000000000007,7.0,4.3,,Good
B0BBN4DZBD,2021-07-30,M,UK,Electronics,Mobiles&Accessories,107.99,77.99,30.0,28.0,4.0,,Average
B0B3CPQ5PF,2021-08-26,M,France,Electronics,Mobiles&Accessories,347.99,347.99,0.0,0.0,4.3,,Good
B0B3CQBRB4,2021-09-15,M,Italy,Electronics,Mobiles&Accessories,347.99,347.99,0.0,0.0,4.3,,Good
B0BBN56J5H,2021-03-08,M,UK,Electronics,Mobiles&Accessories,107.99,77.99,30.0,28.0,4.0,,Average
B0BBN3WF7V,2021-06-02,F,UK,Electronics,Mobiles&Accessories,107.99,77.99,30.0,28.0,4.0,,Average
B0BDRVFDKP,2021-08-11,M,UK,Electronics,Accessories,12.0,6.83,5.17,43.0,4.4,,Good
B0B5LVS732,2021-06-07,F,Portugal,Electronics,WearableTechnology,59.99,22.78,37.21,62.0,4.1,,Good
B09V2Q4QVQ,2021-05-13,M,Italy,Electronics,Mobiles&Accessories,19.19,15.59,3.6000000000000014,19.0,4.0,,Average
B09V12K8NT,2021-05-10,M,UK,Electronics,WearableTechnology,83.88,17.99,65.89,79.0,3.9,,Average
B01DEWVZ2C,2021-01-23,F,Japan,Electronics,"Headphones,Earbuds&Accessories",11.99,7.19,4.8,40.0,4.1,,Good
B0BMGB3CH9,2021-02-16,F,USA,Electronics,Mobiles&Accessories,143.99,113.99,30.000000000000014,21.0,4.2,284.0,Good
B08D77XZX5,2021-06-13,F,Italy,Electronics,"Headphones,Earbuds&Accessories",29.99,7.19,22.799999999999997,76.0,3.9,,Average
B09XB8GFBQ,2021-12-24,F,France,Electronics,Mobiles&Accessories,143.99,107.99,36.000000000000014,25.0,4.0,,Average
B07WG8PDCW,2021-03-18,M,Spain,Electronics,Mobiles&Accessories,15.59,4.19,11.399999999999999,73.0,4.0,,Average
B07GPXXNNG,2021-03-11,F,Italy,Electronics,"Headphones,Earbuds&Accessories",11.99,4.19,7.8,65.0,4.1,,Good
B0BDYVC5TD,2021-02-23,M,France,Electronics,Accessories,21.6,11.51,10.090000000000002,47.0,4.4,,Good
B0BMGB2TPR,2021-03-30,F,Italy,Electronics,Mobiles&Accessories,143.99,113.99,30.000000000000014,21.0,4.2,284.0,Good
B08MC57J31,2021-12-26,F,Italy,Electronics,Mobiles&Accessories,29.99,17.99,12.0,40.0,4.3,,Good
B08HVL8QN3,2021-03-04,M,Japan,Electronics,Mobiles&Accessories,26.39,13.79,12.600000000000001,48.0,4.3,,Good
B0746JGVDS,2021-10-14,F,UK,Electronics,Mobiles&Accessories,11.99,4.19,7.8,65.0,3.9,,Average
B08VFF6JQ8,2021-02-04,F,Japan,Electronics,Mobiles&Accessories,20.39,14.63,5.76,28.0,4.4,,Good
B09NVPSCQT,2021-01-15,M,Portugal,Electronics,WearableTechnology,47.99,19.19,28.8,60.0,4.0,,Average
B09YV4RG4D,2021-09-06,M,Spain,Electronics,WearableTechnology,95.99,17.99,78.0,81.0,4.2,,Good
B09TWHTBKQ,2021-08-08,M,USA,Electronics,Mobiles&Accessories,311.99,221.99,90.0,29.0,4.1,,Good
B08L5HMJVW,2021-07-06,F,France,Electronics,Accessories,8.4,4.43,3.9700000000000006,47.0,4.4,,Good
B0B4F2XCK3,2021-07-06,F,France,Electronics,Mobiles&Accessories,215.99,155.99,60.0,28.0,4.1,,Good
B0BF54972T,2021-06-21,F,France,Electronics,WearableTechnology,239.99,21.59,218.4,91.0,4.2,,Good
B09YV4MW2T,2021-08-08,M,Japan,Electronics,WearableTechnology,119.99,26.39,93.6,78.0,4.2,,Good
B09TWH8YHM,2021-01-18,F,France,Electronics,Mobiles&Accessories,299.99,203.99,96.0,32.0,4.1,,Good
B07WGMMQGP,2021-12-26,M,Japan,Electronics,Mobiles&Accessories,251.99,197.99,54.0,21.0,4.0,,Average
B0BF563HB4,2021-04-03,F,Japan,Electronics,WearableTechnology,239.99,21.59,218.4,91.0,4.2,,Good
B07JW9H4J1,2021-08-06,F,Japan,Computers&Accessories,Accessories&Peripherals,13.19,4.79,8.399999999999999,64.0,4.2,,Good
B09GFPVD9Y,2021-06-10,F,Japan,Electronics,Mobiles&Accessories,131.99,101.99,30.000000000000014,23.0,4.1,,Good
B09GFLXVH9,2021-12-03,M,UK,Electronics,Mobiles&Accessories,101.99,77.99,24.0,24.0,4.1,,Good
B0BF4YBLPX,2021-04-21,F,UK,Electronics,WearableTechnology,239.99,21.59,218.4,91.0,4.2,,Good
B09XB7DPW1,2021-10-24,F,Spain,Electronics,Mobiles&Accessories,143.99,107.99,36.000000000000014,25.0,4.0,,Average
B07PFJ5W31,2021-03-11,F,Portugal,Electronics,Mobiles&Accessories,5.94,1.67,4.2700000000000005,72.0,4.3,,Good
B0B3N7LR6K,2021-09-08,F,France,Electronics,WearableTechnology,203.99,47.99,156.0,76.0,4.3,,Good
B09ZQK9X8G,2021-07-22,M,Japan,Electronics,WearableTechnology,71.99,35.98,36.01,50.0,4.1,,Good
B098NS6PVG,2021-03-18,M,UK,Computers&Accessories,Accessories&Peripherals,4.19,2.39,1.8000000000000003,43.0,4.0,,Average
B07WJV6P1R,2021-08-20,M,USA,Electronics,Mobiles&Accessories,227.99,185.99,42.0,18.0,4.1,,Good
B096MSW6CT,2021-02-11,M,USA,Computers&Accessories,Accessories&Peripherals,11.99,2.39,9.6,80.0,3.9,,Average
B0BF54LXW6,2021-01-05,M,France,Electronics,WearableTechnology,239.99,21.59,218.4,91.0,4.2,,Good
B09XB7SRQ5,2021-09-16,M,USA,Electronics,Mobiles&Accessories,143.99,107.99,36.000000000000014,25.0,4.0,,Average
B09FFK1PQG,2021-09-10,F,Japan,Electronics,Mobiles&Accessories,20.39,10.48,9.91,49.0,4.4,,Good
B09RMQYHLH,2021-01-23,M,Japan,Electronics,Mobiles&Accessories,191.99,155.99,36.0,19.0,4.2,,Good
B08ZN4B121,2021-12-09,F,France,Electronics,Mobiles&Accessories,19.19,6.47,12.720000000000002,66.0,3.8,,Average
B0B3RSDSZ3,2021-05-24,M,Spain,Electronics,WearableTechnology,119.99,23.99,96.0,80.0,4.3,,Good
B08VB34KJ1,2021-12-17,M,Spain,Electronics,Mobiles&Accessories,251.88,185.88,66.0,26.0,4.2,,Good
B09T39K9YL,2021-10-14,F,Japan,Electronics,Mobiles&Accessories,299.99,239.99,60.0,20.0,3.9,,Average
B08VF8V79P,2021-06-10,M,USA,Electronics,Mobiles&Accessories,20.39,12.9,7.49,37.0,4.4,,Good
B08G28Z33M,2021-08-28,F,France,Electronics,"Headphones,Earbuds&Accessories",8.39,4.79,3.6000000000000005,43.0,4.0,,Average
B09PNKXSKF,2021-09-25,F,USA,Electronics,WearableTechnology,47.88,23.99,23.890000000000004,50.0,4.0,,Average
B0B5DDJNH4,2021-05-20,F,Italy,Electronics,WearableTechnology,95.88,23.99,71.89,75.0,3.8,,Average
B08HDJ86NZ,2021-03-11,F,Portugal,Computers&Accessories,Accessories&Peripherals,8.39,3.95,4.44,53.0,4.2,,Good
B08CF3B7N1,2021-05-27,M,Japan,Computers&Accessories,Accessories&Peripherals,4.79,1.85,2.94,61.0,4.2,,Good
B07WDKLDRX,2021-03-25,M,UK,Electronics,Mobiles&Accessories,419.99,347.99,72.0,17.0,4.4,,Good
B09MQSCJQ1,2021-06-20,M,UK,Electronics,WearableTechnology,95.88,27.59,68.28999999999999,71.0,4.2,,Good
B094YFFSMY,2021-01-11,M,Portugal,Electronics,Mobiles&Accessories,23.99,4.79,19.2,80.0,4.0,,Average
B09MT84WV5,2021-05-16,F,Japan,Electronics,Accessories,47.99,13.79,34.2,71.0,4.3,,Good
B08VS3YLRK,2021-10-31,F,USA,Electronics,Mobiles&Accessories,17.99,6.35,11.639999999999999,65.0,4.1,,Good
B0B4F3QNDM,2021-11-10,F,Spain,Electronics,Mobiles&Accessories,233.99,167.99,66.0,28.0,4.1,,Good
B07GQD4K6L,2021-08-07,M,Portugal,Electronics,"Headphones,Earbuds&Accessories",11.99,4.55,7.44,62.0,4.1,,Good
B07WDKLRM4,2021-12-11,F,France,Electronics,Mobiles&Accessories,239.99,167.99,72.0,30.0,4.1,,Good
B0BP18W8TM,2021-07-11,M,UK,Electronics,WearableTechnology,119.99,47.99,72.0,60.0,4.4,73.0,Good
B08Y1TFSP6,2021-03-05,F,Japan,Computers&Accessories,Accessories&Peripherals,12.0,1.79,10.21,85.0,3.9,,Average
B07GXHC691,2021-09-21,M,Spain,Electronics,Mobiles&Accessories,5.99,1.19,4.800000000000001,80.0,4.3,,Good
B08FN6WGDQ,2021-05-19,M,Portugal,Electronics,"Headphones,Earbuds&Accessories",191.88,57.48,134.4,70.0,4.0,,Average
B0B3D39RKV,2021-06-14,M,Japan,Electronics,Mobiles&Accessories,407.99,407.99,0.0,0.0,4.3,,Good
B085HY1DGR,2021-07-26,F,France,Computers&Accessories,Accessories&Peripherals,11.99,1.19,10.8,90.0,4.0,,Average
B08D75R3Z1,2021-03-31,M,Japan,Electronics,"Headphones,Earbuds&Accessories",22.8,3.59,19.21,84.0,3.6,,Average
B0B4F2TTTS,2021-10-12,F,USA,Electronics,Mobiles&Accessories,179.99,131.99,48.0,27.0,4.1,,Good
